county,year,race,sex,total
Pamlico,2028,white,Total,10774
Pasquotank,2028,aian,Total,256
Pasquotank,2028,asian,Total,759
Pasquotank,2028,black,Total,16454
Pasquotank,2028,other,Total,1366
Pasquotank,2028,white,Total,20758
Pender,2028,aian,Total,958
Pender,2028,asian,Total,628
Pender,2028,black,Total,9117
Pender,2028,other,Total,2237
Pender,2028,white,Total,60859
Perquimans,2028,aian,Total,77
Perquimans,2028,asian,Total,93
Perquimans,2028,black,Total,3497
Perquimans,2028,other,Total,279
Perquimans,2028,white,Total,9897
Person,2028,aian,Total,420
Person,2028,asian,Total,259
Person,2028,black,Total,9973
Person,2028,other,Total,970
Person,2028,white,Total,29976
Pitt,2028,aian,Total,1377
Pitt,2028,asian,Total,4751
Pitt,2028,black,Total,66689
Pitt,2028,other,Total,5427
Pitt,2028,white,Total,112950
Polk,2028,aian,Total,189
Polk,2028,asian,Total,197
Polk,2028,black,Total,796
Polk,2028,other,Total,515
Polk,2028,white,Total,21329
Randolph,2028,aian,Total,2896
Randolph,2028,asian,Total,2677
Randolph,2028,black,Total,9766
Randolph,2028,other,Total,3656
Randolph,2028,white,Total,133957
Richmond,2028,aian,Total,2415
Richmond,2028,asian,Total,727
Richmond,2028,black,Total,13682
Richmond,2028,other,Total,1561
Richmond,2028,white,Total,25911
Robeson,2028,aian,Total,51632
Robeson,2028,asian,Total,2061
Robeson,2028,black,Total,29846
Robeson,2028,other,Total,5130
Robeson,2028,white,Total,37644
Rockingham,2028,aian,Total,752
Rockingham,2028,asian,Total,915
Rockingham,2028,black,Total,17086
Rockingham,2028,other,Total,2983
Rockingham,2028,white,Total,70128
Rowan,2028,aian,Total,1224
Rowan,2028,asian,Total,1945
Rowan,2028,black,Total,24030
Rowan,2028,other,Total,3591
Rowan,2028,white,Total,118008
Rutherford,2028,aian,Total,291
Rutherford,2028,asian,Total,496
Rutherford,2028,black,Total,5939
Rutherford,2028,other,Total,2224
Rutherford,2028,white,Total,62775
Sampson,2028,aian,Total,3501
Sampson,2028,asian,Total,529
Sampson,2028,black,Total,15186
Sampson,2028,other,Total,2015
Sampson,2028,white,Total,43991
Scotland,2028,aian,Total,5677
Scotland,2028,asian,Total,472
Scotland,2028,black,Total,13699
Scotland,2028,other,Total,1297
Scotland,2028,white,Total,14289
Stanly,2028,aian,Total,353
Stanly,2028,asian,Total,1748
Stanly,2028,black,Total,7546
Stanly,2028,other,Total,1293
Stanly,2028,white,Total,57352
Stokes,2028,aian,Total,271
Stokes,2028,asian,Total,165
Stokes,2028,black,Total,1443
Stokes,2028,other,Total,949
Stokes,2028,white,Total,43265
Surry,2028,aian,Total,760
Surry,2028,asian,Total,471
Surry,2028,black,Total,2973
Surry,2028,other,Total,1555
Surry,2028,white,Total,67473
Swain,2028,aian,Total,3370
Swain,2028,asian,Total,133
Swain,2028,black,Total,8
Swain,2028,other,Total,1096
Swain,2028,white,Total,8843
Transylvania,2028,aian,Total,169
Transylvania,2028,asian,Total,236
Transylvania,2028,black,Total,1351
Transylvania,2028,other,Total,934
Transylvania,2028,white,Total,35484
Tyrrell,2028,aian,Total,66
Tyrrell,2028,asian,Total,135
Tyrrell,2028,black,Total,1501
Tyrrell,2028,other,Total,104
Tyrrell,2028,white,Total,2453
Union,2028,aian,Total,2564
Union,2028,asian,Total,9983
Union,2028,black,Total,34337
Union,2028,other,Total,7029
Union,2028,white,Total,236634
Vance,2028,aian,Total,659
Vance,2028,asian,Total,236
Vance,2028,black,Total,25043
Vance,2028,other,Total,985
Vance,2028,white,Total,19943
Wake,2028,aian,Total,16586
Wake,2028,asian,Total,98049
Wake,2028,black,Total,296748
Wake,2028,other,Total,42713
Wake,2028,white,Total,829853
Warren,2028,aian,Total,1190
Warren,2028,asian,Total,104
Warren,2028,black,Total,9421
Warren,2028,other,Total,517
Warren,2028,white,Total,7823
Washington,2028,aian,Total,146
Washington,2028,asian,Total,25
Washington,2028,black,Total,6049
Washington,2028,other,Total,307
Washington,2028,white,Total,4797
Watauga,2028,aian,Total,181
Watauga,2028,asian,Total,934
Watauga,2028,black,Total,1376
Watauga,2028,other,Total,1471
Watauga,2028,white,Total,61420
Wayne,2028,aian,Total,1672
Wayne,2028,asian,Total,2630
Wayne,2028,black,Total,38925
Wayne,2028,other,Total,4678
Wayne,2028,white,Total,84949
Wilkes,2028,aian,Total,479
Wilkes,2028,asian,Total,570
Wilkes,2028,black,Total,3139
Wilkes,2028,other,Total,1666
Wilkes,2028,white,Total,66944
Wilson,2028,aian,Total,711
Wilson,2028,asian,Total,1330
Wilson,2028,black,Total,35666
Wilson,2028,other,Total,1944
Wilson,2028,white,Total,47151
Yadkin,2028,aian,Total,435
Yadkin,2028,asian,Total,205
Yadkin,2028,black,Total,1099
Yadkin,2028,other,Total,638
Yadkin,2028,white,Total,36005
Yancey,2028,aian,Total,218
Yancey,2028,asian,Total,189
Yancey,2028,black,Total,181
Yancey,2028,other,Total,319
Yancey,2028,white,Total,19242
Alamance,2029,aian,Total,5093
Alamance,2029,asian,Total,3594
Alamance,2029,black,Total,37220
Alamance,2029,other,Total,5925
Alamance,2029,white,Total,139067
Alexander,2029,aian,Total,321
Alexander,2029,asian,Total,392
Alexander,2029,black,Total,2048
Alexander,2029,other,Total,833
Alexander,2029,white,Total,37201
Alleghany,2029,aian,Total,120
Alleghany,2029,asian,Total,137
Alleghany,2029,black,Total,152
Alleghany,2029,other,Total,160
Alleghany,2029,white,Total,11337
Anson,2029,aian,Total,292
Anson,2029,asian,Total,521
Anson,2029,black,Total,12045
Anson,2029,other,Total,667
Anson,2029,white,Total,11763
Ashe,2029,aian,Total,82
Ashe,2029,asian,Total,208
Ashe,2029,black,Total,239
Ashe,2029,other,Total,549
Ashe,2029,white,Total,29550
Avery,2029,aian,Total,146
Avery,2029,asian,Total,121
Avery,2029,black,Total,772
Avery,2029,other,Total,175
Avery,2029,white,Total,16817
Beaufort,2029,aian,Total,929
Beaufort,2029,asian,Total,365
Beaufort,2029,black,Total,9637
Beaufort,2029,other,Total,1144
Beaufort,2029,white,Total,35490
Bertie,2029,aian,Total,93
Bertie,2029,asian,Total,268
Bertie,2029,black,Total,11873
Bertie,2029,other,Total,395
Bertie,2029,white,Total,6972
Bladen,2029,aian,Total,1082
Bladen,2029,asian,Total,120
Bladen,2029,black,Total,10750
Bladen,2029,other,Total,878
Bladen,2029,white,Total,21135
Brunswick,2029,aian,Total,1850
Brunswick,2029,asian,Total,1763
Brunswick,2029,black,Total,19108
Brunswick,2029,other,Total,3907
Brunswick,2029,white,Total,149857
Buncombe,2029,aian,Total,2215
Buncombe,2029,asian,Total,5582
Buncombe,2029,black,Total,14774
Buncombe,2029,other,Total,8862
Buncombe,2029,white,Total,262534
Burke,2029,aian,Total,1566
Burke,2029,asian,Total,4516
Burke,2029,black,Total,6172
Burke,2029,other,Total,2735
Burke,2029,white,Total,79941
Cabarrus,2029,aian,Total,2528
Cabarrus,2029,asian,Total,8898
Cabarrus,2029,black,Total,50830
Cabarrus,2029,other,Total,7510
Cabarrus,2029,white,Total,185191
Caldwell,2029,aian,Total,957
Caldwell,2029,asian,Total,704
Caldwell,2029,black,Total,3876
Caldwell,2029,other,Total,2234
Caldwell,2029,white,Total,79568
Camden,2029,aian,Total,47
Camden,2029,asian,Total,361
Camden,2029,black,Total,1448
Camden,2029,other,Total,465
Camden,2029,white,Total,8916
Carteret,2029,aian,Total,471
Carteret,2029,asian,Total,1197
Carteret,2029,black,Total,3691
Carteret,2029,other,Total,2494
Carteret,2029,white,Total,68191
Caswell,2029,aian,Total,217
Caswell,2029,asian,Total,83
Caswell,2029,black,Total,7440
Caswell,2029,other,Total,687
Caswell,2029,white,Total,15241
Catawba,2029,aian,Total,1619
Catawba,2029,asian,Total,7351
Catawba,2029,black,Total,14369
Catawba,2029,other,Total,4935
Catawba,2029,white,Total,141329
Chatham,2029,aian,Total,2028
Chatham,2029,asian,Total,1651
Chatham,2029,black,Total,9528
Chatham,2029,other,Total,2091
Chatham,2029,white,Total,77900
Cherokee,2029,aian,Total,440
Cherokee,2029,asian,Total,336
Cherokee,2029,black,Total,417
Cherokee,2029,other,Total,1628
Cherokee,2029,white,Total,29639
Chowan,2029,aian,Total,79
Chowan,2029,asian,Total,150
Chowan,2029,black,Total,4150
Chowan,2029,other,Total,276
Chowan,2029,white,Total,8985
Clay,2029,aian,Total,40
Clay,2029,asian,Total,50
Clay,2029,black,Total,76
Clay,2029,other,Total,281
Clay,2029,white,Total,13170
Cleveland,2029,aian,Total,669
Cleveland,2029,asian,Total,1061
Cleveland,2029,black,Total,20828
Cleveland,2029,other,Total,2877
Cleveland,2029,white,Total,76664
Columbus,2029,aian,Total,2083
Columbus,2029,asian,Total,366
Columbus,2029,black,Total,19440
Columbus,2029,other,Total,1522
Columbus,2029,white,Total,32811
Craven,2029,aian,Total,697
Craven,2029,asian,Total,3838
Craven,2029,black,Total,23353
Craven,2029,other,Total,4118
Craven,2029,white,Total,72805
Cumberland,2029,aian,Total,5945
Cumberland,2029,asian,Total,11240
Cumberland,2029,black,Total,129025
Cumberland,2029,other,Total,24084
Cumberland,2029,white,Total,164748
Currituck,2029,aian,Total,217
Currituck,2029,asian,Total,469
Currituck,2029,black,Total,1820
Currituck,2029,other,Total,1134
Currituck,2029,white,Total,28151
Dare,2029,aian,Total,440
Dare,2029,asian,Total,542
Dare,2029,black,Total,1003
Dare,2029,other,Total,1271
Dare,2029,white,Total,35958
Davidson,2029,aian,Total,2554
Davidson,2029,asian,Total,3545
Davidson,2029,black,Total,16108
Davidson,2029,other,Total,4113
Davidson,2029,white,Total,157258
Davie,2029,aian,Total,507
Davie,2029,asian,Total,492
Davie,2029,black,Total,2726
Davie,2029,other,Total,1178
Davie,2029,white,Total,44146
Duplin,2029,aian,Total,1544
Duplin,2029,asian,Total,940
Duplin,2029,black,Total,13062
Duplin,2029,other,Total,1204
Duplin,2029,white,Total,43168
Durham,2029,aian,Total,6183
Durham,2029,asian,Total,21296
Durham,2029,black,Total,144469
Durham,2029,other,Total,13927
Durham,2029,white,Total,175657
Edgecombe,2029,aian,Total,584
Edgecombe,2029,asian,Total,218
Edgecombe,2029,black,Total,29407
Edgecombe,2029,other,Total,985
Edgecombe,2029,white,Total,20006
Forsyth,2029,aian,Total,6191
Forsyth,2029,asian,Total,14008
Forsyth,2029,black,Total,119723
Forsyth,2029,other,Total,13511
Forsyth,2029,white,Total,261287
Franklin,2029,aian,Total,1105
Franklin,2029,asian,Total,696
Franklin,2029,black,Total,18756
Franklin,2029,other,Total,1883
Franklin,2029,white,Total,57663
Gaston,2029,aian,Total,2472
Gaston,2029,asian,Total,4688
Gaston,2029,black,Total,42972
Gaston,2029,other,Total,6856
Gaston,2029,white,Total,180841
Gates,2029,aian,Total,113
Gates,2029,asian,Total,33
Gates,2029,black,Total,3942
Gates,2029,other,Total,447
Gates,2029,white,Total,7717
Graham,2029,aian,Total,555
Graham,2029,asian,Total,66
Graham,2029,black,Total,14
Graham,2029,other,Total,258
Graham,2029,white,Total,7793
Granville,2029,aian,Total,874
Granville,2029,asian,Total,649
Granville,2029,black,Total,21134
Granville,2029,other,Total,1594
Granville,2029,white,Total,44551
Greene,2029,aian,Total,1036
Greene,2029,asian,Total,272
Greene,2029,black,Total,6533
Greene,2029,other,Total,420
Greene,2029,white,Total,12789
Guilford,2029,aian,Total,6030
Guilford,2029,asian,Total,37031
Guilford,2029,black,Total,222263
Guilford,2029,other,Total,19976
Guilford,2029,white,Total,322215
Halifax,2029,aian,Total,2482
Halifax,2029,asian,Total,592
Halifax,2029,black,Total,25555
Halifax,2029,other,Total,963
Halifax,2029,white,Total,18025
Harnett,2029,aian,Total,4666
Harnett,2029,asian,Total,2475
Harnett,2029,black,Total,31780
Harnett,2029,other,Total,9095
Harnett,2029,white,Total,108427
Haywood,2029,aian,Total,452
Haywood,2029,asian,Total,492
Haywood,2029,black,Total,647
Haywood,2029,other,Total,1116
Haywood,2029,white,Total,65485
Henderson,2029,aian,Total,1262
Henderson,2029,asian,Total,2423
Henderson,2029,black,Total,4068
Henderson,2029,other,Total,2983
Henderson,2029,white,Total,120207
Hertford,2029,aian,Total,245
Hertford,2029,asian,Total,260
Hertford,2029,black,Total,13860
Hertford,2029,other,Total,440
Hertford,2029,white,Total,9199
Hoke,2029,aian,Total,6355
Hoke,2029,asian,Total,1296
Hoke,2029,black,Total,19525
Hoke,2029,other,Total,4326
Hoke,2029,white,Total,34078
Hyde,2029,aian,Total,61
Hyde,2029,asian,Total,10
Hyde,2029,black,Total,1298
Hyde,2029,other,Total,113
Hyde,2029,white,Total,3469
Iredell,2029,aian,Total,2219
Iredell,2029,asian,Total,5941
Iredell,2029,black,Total,22279
Iredell,2029,other,Total,5243
Iredell,2029,white,Total,172126
Jackson,2029,aian,Total,4629
Jackson,2029,asian,Total,711
Jackson,2029,black,Total,725
Jackson,2029,other,Total,1331
Jackson,2029,white,Total,42084
Johnston,2029,aian,Total,3458
Johnston,2029,asian,Total,2987
Johnston,2029,black,Total,40485
Johnston,2029,other,Total,6888
Johnston,2029,white,Total,210395
Jones,2029,aian,Total,138
Jones,2029,asian,Total,53
Jones,2029,black,Total,2378
Jones,2029,other,Total,461
Jones,2029,white,Total,7167
Lee,2029,aian,Total,1484
Lee,2029,asian,Total,1016
Lee,2029,black,Total,13535
Lee,2029,other,Total,2631
Lee,2029,white,Total,49069
Lenoir,2029,aian,Total,683
Lenoir,2029,asian,Total,580
Lenoir,2029,black,Total,22037
Lenoir,2029,other,Total,1184
Lenoir,2029,white,Total,27807
Lincoln,2029,aian,Total,485
Lincoln,2029,asian,Total,893
Lincoln,2029,black,Total,4486
Lincoln,2029,other,Total,1866
Lincoln,2029,white,Total,90660
Macon,2029,aian,Total,503
Macon,2029,asian,Total,480
Macon,2029,black,Total,765
Macon,2029,other,Total,700
Macon,2029,white,Total,38017
Madison,2029,aian,Total,79
Madison,2029,asian,Total,167
Madison,2029,black,Total,409
Madison,2029,other,Total,611
Madison,2029,white,Total,23746
Martin,2029,aian,Total,145
Martin,2029,asian,Total,149
Martin,2029,black,Total,9379
Martin,2029,other,Total,310
Martin,2029,white,Total,12043
McDowell,2029,aian,Total,721
McDowell,2029,asian,Total,413
McDowell,2029,black,Total,1846
McDowell,2029,other,Total,961
McDowell,2029,white,Total,45278
Mecklenburg,2029,aian,Total,15296
Mecklenburg,2029,asian,Total,82602
Mecklenburg,2029,black,Total,465856
Mecklenburg,2029,other,Total,42830
Mecklenburg,2029,white,Total,721064
Mitchell,2029,aian,Total,239
Mitchell,2029,asian,Total,123
Mitchell,2029,black,Total,80
Mitchell,2029,other,Total,302
Mitchell,2029,white,Total,14566
Montgomery,2029,aian,Total,353
Montgomery,2029,asian,Total,408
Montgomery,2029,black,Total,4485
Montgomery,2029,other,Total,530
Montgomery,2029,white,Total,22338
Moore,2029,aian,Total,1382
Moore,2029,asian,Total,2423
Moore,2029,black,Total,14163
Moore,2029,other,Total,3063
Moore,2029,white,Total,97048
Nash,2029,aian,Total,1497
Nash,2029,asian,Total,1370
Nash,2029,black,Total,42055
Nash,2029,other,Total,2605
Nash,2029,white,Total,49683
New Hanover,2029,aian,Total,2495
New Hanover,2029,asian,Total,5271
New Hanover,2029,black,Total,34587
New Hanover,2029,other,Total,8320
New Hanover,2029,white,Total,222020
Northampton,2029,aian,Total,163
Northampton,2029,asian,Total,75
Northampton,2029,black,Total,10819
Northampton,2029,other,Total,302
Northampton,2029,white,Total,7219
Onslow,2029,aian,Total,1935
Onslow,2029,asian,Total,6114
Onslow,2029,black,Total,27148
Onslow,2029,other,Total,12218
Onslow,2029,white,Total,179371
Orange,2029,aian,Total,1555
Orange,2029,asian,Total,17180
Orange,2029,black,Total,15266
Orange,2029,other,Total,5633
Orange,2029,white,Total,122565
Pamlico,2029,aian,Total,106
Pamlico,2029,asian,Total,69
Pamlico,2029,black,Total,2167
Pamlico,2029,other,Total,291
Pamlico,2029,white,Total,10801
Pasquotank,2029,aian,Total,260
Pasquotank,2029,asian,Total,771
Pasquotank,2029,black,Total,16516
Pasquotank,2029,other,Total,1396
Pasquotank,2029,white,Total,20650
Pender,2029,aian,Total,985
Pender,2029,asian,Total,646
Pender,2029,black,Total,9109
Pender,2029,other,Total,2312
Pender,2029,white,Total,61900
Perquimans,2029,aian,Total,78
Perquimans,2029,asian,Total,96
Perquimans,2029,black,Total,3518
Perquimans,2029,other,Total,286
Perquimans,2029,white,Total,9906
Person,2029,aian,Total,425
Person,2029,asian,Total,266
Person,2029,black,Total,9936
Person,2029,other,Total,993
Person,2029,white,Total,30092
Pitt,2029,aian,Total,1404
Pitt,2029,asian,Total,4836
Pitt,2029,black,Total,67165
Pitt,2029,other,Total,5549
Pitt,2029,white,Total,113512
Polk,2029,aian,Total,194
Polk,2029,asian,Total,204
Polk,2029,black,Total,789
Polk,2029,other,Total,529
Polk,2029,white,Total,21449
Randolph,2029,aian,Total,2977
Randolph,2029,asian,Total,2739
Randolph,2029,black,Total,9852
Randolph,2029,other,Total,3754
Randolph,2029,white,Total,134521
Richmond,2029,aian,Total,2471
Richmond,2029,asian,Total,740
Richmond,2029,black,Total,13654
Richmond,2029,other,Total,1597
Richmond,2029,white,Total,25750
Robeson,2029,aian,Total,51512
Robeson,2029,asian,Total,2095
Robeson,2029,black,Total,29669
Robeson,2029,other,Total,5209
Robeson,2029,white,Total,37301
Rockingham,2029,aian,Total,768
Rockingham,2029,asian,Total,936
Rockingham,2029,black,Total,17063
Rockingham,2029,other,Total,3066
Rockingham,2029,white,Total,70033
Rowan,2029,aian,Total,1251
Rowan,2029,asian,Total,1970
Rowan,2029,black,Total,24012
Rowan,2029,other,Total,3683
Rowan,2029,white,Total,118383
Rutherford,2029,aian,Total,297
Rutherford,2029,asian,Total,505
Rutherford,2029,black,Total,5901
Rutherford,2029,other,Total,2285
Rutherford,2029,white,Total,63063
Sampson,2029,aian,Total,3577
Sampson,2029,asian,Total,535
Sampson,2029,black,Total,15056
Sampson,2029,other,Total,2065
Sampson,2029,white,Total,44036
Scotland,2029,aian,Total,5764
Scotland,2029,asian,Total,483
Scotland,2029,black,Total,13685
Scotland,2029,other,Total,1328
Scotland,2029,white,Total,14142
Stanly,2029,aian,Total,362
Stanly,2029,asian,Total,1774
Stanly,2029,black,Total,7600
Stanly,2029,other,Total,1330
Stanly,2029,white,Total,57734
Stokes,2029,aian,Total,276
Stokes,2029,asian,Total,167
Stokes,2029,black,Total,1419
Stokes,2029,other,Total,971
Stokes,2029,white,Total,43243
Surry,2029,aian,Total,781
Surry,2029,asian,Total,473
Surry,2029,black,Total,2975
Surry,2029,other,Total,1595
Surry,2029,white,Total,67408
Swain,2029,aian,Total,3345
Swain,2029,asian,Total,136
Swain,2029,black,Total,7
Swain,2029,other,Total,1120
Swain,2029,white,Total,8807
Transylvania,2029,aian,Total,172
Transylvania,2029,asian,Total,240
Transylvania,2029,black,Total,1355
Transylvania,2029,other,Total,957
Transylvania,2029,white,Total,35748
Tyrrell,2029,aian,Total,68
